Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude,Location
5427 Seneca,17006934.,Salenbien Trucking & Excavating Inc.,17870.85,HHF,11/12/2018,No,5,Pingree Park,42.381873,-83.01094,"location
(42.381873, -83.01094)"
3685 Seminole,17008143.,Salenbien Trucking & Excavating Inc.,18222.35,HHF,11/05/2018,No,5,Pingree Park,42.369126,-83.004246,"location
(42.369126, -83.004246)"
5063 Maxwell,17008577.,Salenbien Trucking & Excavating Inc.,12283.85,HHF,10/31/2018,No,5,Gratiot-Grand,42.377502,-83.011568,"location
(42.377502, -83.011568)"
2468 Van Dyke,17009242.,Salenbien Trucking & Excavating Inc.,25937.85,HHF,10/30/2018,No,5,Islandview,42.361523,-83.001813,"location
(42.361523, -83.001813)"
4848 Seyburn,17010758.,Salenbien Trucking & Excavating Inc.,24578.85,HHF,11/08/2018,No,5,Gratiot-Grand,42.375443,-83.013224,"location
(42.375443, -83.013224)"
3657 Baldwin,17011609.001,Salenbien Trucking & Excavating Inc.,45795.85,HHF,11/06/2018,No,5,Gratiot-Grand,42.36675161959266,-83.00924876321903,"location
(42.36675161959266, -83.00924876321903)"
19165 Hoover,17013919.,Rickman Enterprise Group,16321.10,HHF,08/28/2018,No,3,Pulaski,42.435433,-83.005058,"location
(42.435433, -83.005058)"
19410 Albion,17014278.,Rickman Enterprise Group,19998.10,HHF,08/21/2018,No,3,Pulaski,42.438057,-83.005601,"location
(42.438057, -83.005601)"
19610 Albion,17014285.,Rickman Enterprise Group,16378.10,HHF,08/22/2018,No,3,Pulaski,42.438888,-83.005621,"location
(42.438888, -83.005621)"
17861 Runyon,17014807.,Rickman Enterprise Group,15069.10,HHF,08/21/2018,No,3,Von Steuben,42.426226,-83.007092,"location
(42.426226, -83.007092)"
19330 Teppert,17014998.,Rickman Enterprise Group,36628.10,HHF,10/10/2018,No,3,Pulaski,42.436921,-83.007636,"location
(42.436921, -83.007636)"
19213 Algonac,17015742-3,Den-Man Contractors,22100.00,HHF,09/14/2018,No,3,Pulaski,42.435921,-83.010479,"location
(42.435921, -83.010479)"
19179 Algonac,17015748.,Rickman Enterprise Group,18373.10,HHF,08/28/2018,No,3,Pulaski,42.435393,-83.010456,"location
(42.435393, -83.010456)"
19031 Heyden,22099468.,Den-Man Contractors,23470.00,Non-HHF,02/02/2018,No,1,Holcomb Community,42.428969,-83.24106,"location
(42.428969, -83.24106)"
8855 Heyden,22099940.,Rickman Enterprise Group,14948.62,HHF,11/20/2018,No,7,Franklin Park,42.358393,-83.238754,"location
(42.358393, -83.238754)"
8675 Heyden,22099945.001,Rickman Enterprise Group,18690.62,HHF,11/14/2018,No,7,Warrendale,42.356754,-83.238688,"location
(42.356754, -83.238688)"
8515 Heyden,22099945.010,Rickman Enterprise Group,16000.62,HHF,11/14/2018,No,7,Warrendale,42.355541,-83.238654,"location
(42.355541, -83.238654)"
15100 Kentfield,22100173.,Homrich,20797.67,HHF,09/21/2018,No,1,Brightmoor,42.399561,-83.240184,"location
(42.399561, -83.240184)"
15126 Kentfield,22100176.,Homrich,16052.66,HHF,10/12/2018,No,1,Brightmoor,42.39989,-83.240195,"location
(42.39989, -83.240195)"
9946 Auburn,22092348.,Salenbien Trucking & Excavating Inc.,15602.45,HHF,08/30/2018,No,7,Franklin Park,42.367998,-83.233345,"location
(42.367998, -83.233345)"
9921 Auburn,22092786.002,Salenbien Trucking & Excavating Inc.,17284.83,HHF,09/27/2018,No,7,Franklin Park,42.367662,-83.23405,"location
(42.367662, -83.23405)"
5950 Lakepointe,21064699.,Salenbien Trucking & Excavating Inc.,11526.50,HHF,08/18/2018,No,4,Morningside,42.405528,-82.955938,"location
(42.405528, -82.955938)"
9140 Lakepointe,21064712.,Salenbien Trucking & Excavating Inc.,12182.30,HHF,08/31/2018,No,4,Outer Drive-Hayes,42.408108,-82.957853,"location
(42.408108, -82.957853)"
9410 Lakepointe,21064719.,Salenbien Trucking & Excavating Inc.,14309.30,HHF,08/09/2018,No,4,Outer Drive-Hayes,42.408972,-82.957896,"location
(42.408972, -82.957896)"
9416 Lakepointe,21064720.,Salenbien Trucking & Excavating Inc.,12824.30,HHF,08/10/2018,No,4,Outer Drive-Hayes,42.409068,-82.9579,"location
(42.409068, -82.9579)"
11630 Lakepointe,21064864.,Rickman Enterprise Group,14610.55,HHF,09/19/2018,No,4,Moross-Morang,42.425588,-82.947218,"location
(42.425588, -82.947218)"
9147 Lakepointe,21065047.,Salenbien Trucking & Excavating Inc.,22193.80,HHF,08/10/2018,No,4,Outer Drive-Hayes,42.408114,-82.958563,"location
(42.408114, -82.958563)"
5545 Lakepointe,21065086.,Able Demolition,17015.00,HHF,06/19/2018,No,4,Morningside,42.401977,-82.954295,"location
(42.401977, -82.954295)"
9410 Greensboro,21065256.,Salenbien Trucking & Excavating Inc.,11672.30,HHF,08/10/2018,No,4,Outer Drive-Hayes,42.409004,-82.956648,"location
(42.409004, -82.956648)"
10010 Greensboro,21065276.,Den-Man Contractors,14195.00,HHF,09/28/2018,No,4,Outer Drive-Hayes,42.41136,-82.955818,"location
(42.41136, -82.955818)"
9509 Greensboro,21065375.,Salenbien Trucking & Excavating Inc.,21693.30,HHF,08/30/2018,No,4,Outer Drive-Hayes,42.410347,-82.957416,"location
(42.410347, -82.957416)"
9411 Greensboro,21065389.,Salenbien Trucking & Excavating Inc.,10665.80,HHF,08/24/2018,No,4,Outer Drive-Hayes,42.409003,-82.957353,"location
(42.409003, -82.957353)"
9401 Greensboro,21065390.,Salenbien Trucking & Excavating Inc.,20437.80,HHF,01/07/2019,No,4,Outer Drive-Hayes,42.408903,-82.957349,"location
(42.408903, -82.957349)"
9159 Greensboro,21065391.,Salenbien Trucking & Excavating Inc.,24941.80,HHF,08/24/2018,No,4,Outer Drive-Hayes,42.408613,-82.957335,"location
(42.408613, -82.957335)"
5745 Barham,21065423-4,Able Demolition,12220.00,HHF,06/12/2018,No,4,Morningside,42.40408,-82.954406,"location
(42.40408, -82.954406)"
9593 Auburn,22092790.,Blue Star,18228.00,HHF,11/02/2018,No,7,Franklin Park,42.366122,-83.234016,"location
(42.366122, -83.234016)"
8089 Auburn,22092910.,Salenbien Trucking & Excavating Inc.,14176.33,HHF,09/06/2018,No,7,Warrendale,42.35172,-83.233632,"location
(42.35172, -83.233632)"
8047 Auburn,22092915.,Rickman Enterprise Group,24880.40,HHF,08/10/2018,No,7,Warrendale,42.351151,-83.23361,"location
(42.351151, -83.23361)"
7358 Plainview,22093612.,Rickman Enterprise Group,15187.61,HHF,11/27/2018,No,7,Warrendale,42.345472,-83.23389,"location
(42.345472, -83.23389)"
7414 Plainview,22093620.,Rickman Enterprise Group,18679.61,HHF,12/10/2018,No,7,Warrendale,42.34624,-83.23392,"location
(42.34624, -83.23392)"
18945 Wormer,22123189.,Blue Star,27557.00,HHF,10/17/2018,No,1,Five Points,42.427231,-83.280831,"location
(42.427231, -83.280831)"
18445 Wormer,22123203.,Den-Man Contractors,12350.00,HHF,09/07/2018,No,1,The Eye,42.424135,-83.28043,"location
(42.424135, -83.28043)"
17226 FENTON,22123658.,Blue Star,13413.00,HHF,10/23/2018,No,1,The Eye,42.416275,-83.282078,"location
(42.416275, -83.282078)"
19301 Grandview,22124244.001,Salenbien Trucking & Excavating Inc.,16494.23,HHF,06/13/2018,No,1,Five Points,42.431494,-83.285652,"location
(42.431494, -83.285652)"
4839 Barham,21065483-4,Able Demolition,14127.00,HHF,06/14/2018,No,4,Morningside,42.397249,-82.949852,"location
(42.397249, -82.949852)"
4411 Barham,21065512.,Able Demolition,11828.00,HHF,06/14/2018,No,4,Morningside,42.395023,-82.94836,"location
(42.395023, -82.94836)"
5250 Beaconsfield,21065703.,Able Demolition,31985.00,HHF,07/02/2018,No,4,Morningside,42.401239,-82.951114,"location
(42.401239, -82.951114)"
9400 Beaconsfield,21065759.,Salenbien Trucking & Excavating Inc.,11563.80,HHF,08/30/2018,No,4,Outer Drive-Hayes,42.408953,-82.955377,"location
(42.408953, -82.955377)"
9920 Beaconsfield,21065775.,Salenbien Trucking & Excavating Inc.,13493.80,HHF,08/04/2018,No,4,Outer Drive-Hayes,42.411056,-82.954799,"location
(42.411056, -82.954799)"
10224 Nottingham,21066570.,Salenbien Trucking & Excavating Inc.,9627.00,HHF,07/27/2018,No,4,Outer Drive-Hayes,42.414546,-82.951019,"location
(42.414546, -82.951019)"
10903 Nottingham,21066730.,DMC Consultants,16516.00,HHF,10/30/2018,No,4,Yorkshire Woods,42.421015,-82.947193,"location
(42.421015, -82.947193)"
10061 Nottingham,21066804.,Salenbien Trucking & Excavating Inc.,22032.00,HHF,08/09/2018,No,4,Outer Drive-Hayes,42.412936,-82.952887,"location
(42.412936, -82.952887)"
4893 Nottingham,21066916.,Able Demolition,13410.00,HHF,06/12/2018,No,4,Morningside,42.39852,-82.948816,"location
(42.39852, -82.948816)"
3983 Nottingham,21066977.,Salenbien Trucking & Excavating Inc.,15524.25,HHF,08/29/2018,No,4,Morningside,42.391929,-82.944426,"location
(42.391929, -82.944426)"
4874 Somerset,21067100.,Able Demolition,24927.36,HHF,07/02/2018,No,4,Morningside,42.398933,-82.947085,"location
(42.398933, -82.947085)"
9900 Somerset,21067190.,Salenbien Trucking & Excavating Inc.,17421.00,HHF,08/13/2018,No,4,Outer Drive-Hayes,42.41164,-82.951917,"location
(42.41164, -82.951917)"
4666 Nottingham,21066425.,Able Demolition,29273.00,HHF,06/19/2018,No,4,Morningside,42.396821,-82.946941,"location
(42.396821, -82.946941)"
9344 Montrose,22052895.,"Adamo Group, Inc.",17157.00,Non-HHF,11/20/2017,No,7,Joy Community,42.364185,-83.19904,"location
(42.364185, -83.19904)"
8833 Sussex,22047057.,Den-Man Contractors,19479.00,HHF,10/05/2018,No,7,We Care Community,42.358787,-83.19412,"location
(42.358787, -83.19412)"
9918 Somerset,21067192.,Salenbien Trucking & Excavating Inc.,22786.00,HHF,08/03/2018,No,4,Outer Drive-Hayes,42.411811,-82.951787,"location
(42.411811, -82.951787)"
9966 Somerset,21067199.,Salenbien Trucking & Excavating Inc.,14326.00,HHF,08/09/2018,No,4,Outer Drive-Hayes,42.412398,-82.951344,"location
(42.412398, -82.951344)"
10621 Somerset,21067361.,DMC Consultants,16917.00,HHF,10/24/2018,No,4,Yorkshire Woods,42.419229,-82.947461,"location
(42.419229, -82.947461)"
9955 Somerset,21067421.,Salenbien Trucking & Excavating Inc.,15768.00,HHF,08/31/2018,No,4,Outer Drive-Hayes,42.412462,-82.952036,"location
(42.412462, -82.952036)"
4658 Balfour,21067675.,Able Demolition,35182.00,HHF,07/03/2018,No,4,Morningside,42.397496,-82.944761,"location
(42.397496, -82.944761)"
9913 Balfour,21068053.,McDonagh Demolition Inc.,29237.41,HHF,12/11/2018,No,4,Outer Drive-Hayes,42.412764,-82.950501,"location
(42.412764, -82.950501)"
14424 Spring Garden,21017234.,Smalley,15710.00,Non-HHF,10/25/2018,No,4,Mapleridge,42.42763,-82.974502,"location
(42.42763, -82.974502)"
19420 Forrer,22054149.,Den-Man Contractors,11699.00,HHF,06/19/2018,No,2,Greenfield,42.434355,-83.20295,"location
(42.434355, -83.20295)"
9192 Prevost,22054865.023,Dore & Associates,18600.00,Non-HHF,10/11/2018,No,7,Joy Community,42.362452,-83.201098,"location
(42.362452, -83.201098)"
7776 Rutherford,22055729.,Rickman Enterprise Group,11388.79,HHF,10/18/2018,No,7,Warren Ave Community,42.349459,-83.201097,"location
(42.349459, -83.201097)"
9936 Prest,22048483.,Able Demolition,17021.36,HHF,09/04/2018,No,7,Plymouth-Hubbell,42.368492,-83.195982,"location
(42.368492, -83.195982)"
9111 Prest,22049383.,Rickman Enterprise Group,16195.00,HHF,07/16/2018,No,7,We Care Community,42.360851,-83.196306,"location
(42.360851, -83.196306)"
11624 Winthrop,22051670.,Salenbien Trucking & Excavating Inc.,19086.33,HHF,09/05/2018,No,7,Plymouth-I96,42.373053,-83.198411,"location
(42.373053, -83.198411)"
20200 Winthrop,22052081.,Den-Man Contractors,13700.00,HHF,05/30/2018,No,2,Greenfield,42.44131,-83.201459,"location
(42.44131, -83.201459)"
9309 Mckinney,21068312.,Salenbien Trucking & Excavating Inc.,16850.25,HHF,08/24/2018,No,4,Outer Drive-Hayes,42.410747,-82.95072,"location
(42.410747, -82.95072)"
11514 FINDLAY,21012973-4,Able Demolition,17971.00,HHF,10/01/2018,No,4,Gratiot-Findlay,42.413154,-83.000266,"location
(42.413154, -83.000266)"
11056 Findlay,21013015.,Able Demolition,15968.00,HHF,09/20/2018,No,4,Gratiot-Findlay,42.411624,-83.00464,"location
(42.411624, -83.00464)"
11401 Minden,21013416.,Able Demolition,15012.00,HHF,09/28/2018,No,4,LaSalle College Park,42.414413,-83.003334,"location
(42.414413, -83.003334)"
11535 Minden,21013435.,Able Demolition,28752.72,HHF,10/09/2018,No,4,LaSalle College Park,42.415206,-83.001082,"location
(42.415206, -83.001082)"
11240 Engleside,21013874.,Able Demolition,31896.42,HHF,09/25/2018,No,4,LaSalle College Park,42.415897,-83.006222,"location
(42.415897, -83.006222)"
8505 Strathmoor,22038644.,Den-Man Contractors,13225.00,HHF,10/10/2018,No,7,Joy-Schaefer,42.356157,-83.186228,"location
(42.356157, -83.186228)"
15430 Park Grove,21017701.,DMC Consultants,16756.00,HHF,09/19/2018,No,4,Mapleridge,42.42987,-82.962225,"location
(42.42987, -82.962225)"
15493 Park Grove,21017986.,DMC Consultants,20559.00,HHF,10/22/2018,No,4,Mapleridge,42.430374,-82.961116,"location
(42.430374, -82.961116)"
15426 Glenwood,21018024.,DMC Consultants,15585.00,HHF,09/19/2018,No,4,Mapleridge,42.430692,-82.962347,"location
(42.430692, -82.962347)"
15410 Glenwood,21018026.,DMC Consultants,12255.00,HHF,09/17/2018,No,4,Mapleridge,42.430688,-82.962625,"location
(42.430688, -82.962625)"
12012 Chelsea,21007991.,McDonagh Demolition Inc.,14306.41,HHF,12/27/2018,No,4,Wade,42.405332,-82.988098,"location
(42.405332, -82.988098)"
19149 Hubbell,22039730.,Blue Star,15406.00,HHF,10/19/2018,No,2,Seven Mile Lodge,42.431487,-83.190294,"location
(42.431487, -83.190294)"
11390 Marlowe,22040556.,Salenbien Trucking & Excavating Inc.,18712.72,HHF,12/07/2018,No,7,Plymouth-Hubbell,42.371749,-83.188481,"location
(42.371749, -83.188481)"
13840 Linnhurst,21018471.,"Adamo Group, Inc.",23229.00,Non-HHF,12/07/2017,No,3,Franklin,42.431186,-82.981672,"location
(42.431186, -82.981672)"
15403 Linnhurst,21018627.,DMC Consultants,15569.00,HHF,08/27/2018,No,4,Mapleridge,42.431853,-82.962771,"location
(42.431853, -82.962771)"
15284 Saratoga,21018991.,DMC Consultants,16211.00,HHF,08/13/2018,No,4,Mapleridge,42.432938,-82.963605,"location
(42.432938, -82.963605)"
15316 Promenade,21008711.,Salenbien Trucking & Excavating Inc.,11738.80,HHF,08/03/2018,No,4,Outer Drive-Hayes,42.412699,-82.963156,"location
(42.412699, -82.963156)"
15302 Promenade,21008713.,Salenbien Trucking & Excavating Inc.,11943.80,HHF,08/02/2018,No,4,Outer Drive-Hayes,42.412795,-82.963379,"location
(42.412795, -82.963379)"
15261 Promenade,21009181.,Salenbien Trucking & Excavating Inc.,24433.80,HHF,08/02/2018,No,4,Outer Drive-Hayes,42.413384,-82.96351,"location
(42.413384, -82.96351)"
13347 E State Fair,21024344-6,Rickman Enterprise Group,13326.55,HHF,09/26/2018,No,3,Conner Creek,42.442371,-82.988103,"location
(42.442371, -82.988103)"
16603 E State Fair,21024663-4,Salenbien Trucking & Excavating Inc.,16324.25,HHF,07/09/2018,No,3,Regent Park,42.443192,-82.948433,"location
(42.443192, -82.948433)"
16267 Fairmount Dr,21025477.,Rickman Enterprise Group,28728.55,HHF,10/05/2018,No,3,Regent Park,42.445053,-82.95225,"location
(42.445053, -82.95225)"
16970 Carlisle,21027325-6,Salenbien Trucking & Excavating Inc.,19944.00,HHF,06/19/2018,No,3,Regent Park,42.44919,-82.94308,"location
(42.44919, -82.94308)"
15437 Chapel,22111676-7,Homrich,13938.66,HHF,09/25/2018,No,1,Brightmoor,42.40279,-83.253633,"location
(42.40279, -83.253633)"
13539 Halley,22112474.,Den-Man Contractors,8400.00,Non-HHF,02/23/2018,No,1,Brightmoor,42.384364,-83.25448,"location
(42.384364, -83.25448)"
13533 Halley,22112475.,Den-Man Contractors,8400.00,Non-HHF,02/23/2018,No,1,Brightmoor,42.384174,-83.254425,"location
(42.384174, -83.254425)"
15403 Patton,22104518.,"Adamo Group, Inc.",14243.00,Non-HHF,11/28/2017,No,1,Brightmoor,42.40249,-83.244145,"location
(42.40249, -83.244145)"
8841 Patton,22104819.,Rickman Enterprise Group,14996.00,HHF,08/14/2018,No,7,Franklin Park,42.358136,-83.242391,"location
(42.358136, -83.242391)"
8100 Braile,22104964.006L,Rickman Enterprise Group,24255.61,HHF,11/28/2018,No,7,Warrendale,42.351755,-83.24269,"location
(42.351755, -83.24269)"
11410 Portlance,21020128.,Den-Man Contractors,14475.00,HHF,09/14/2018,No,4,LaSalle College Park,42.41892,-83.006071,"location
(42.41892, -83.006071)"
12493 Whitehill,21058255.001,DMC Consultants,16612.00,HHF,08/23/2018,No,4,Moross-Morang,42.431231,-82.949283,"location
(42.431231, -82.949283)"
12425 Lansdowne,21058458.,DMC Consultants,16299.00,HHF,08/27/2018,No,4,Moross-Morang,42.431173,-82.947884,"location
(42.431173, -82.947884)"
12389 Lansdowne,21058462.001,DMC Consultants,17049.00,HHF,08/27/2018,No,4,Moross-Morang,42.430771,-82.948187,"location
(42.430771, -82.948187)"
10709 Stratmann,21058589.,Salenbien Trucking & Excavating Inc.,9425.80,HHF,08/04/2018,No,4,Outer Drive-Hayes,42.41602,-82.958567,"location
(42.41602, -82.958567)"
8421 Burt Rd,22108223.,Salenbien Trucking & Excavating Inc.,22742.83,HHF,09/28/2018,No,7,Warrendale,42.354088,-83.245878,"location
(42.354088, -83.245878)"
8255 Burt Rd,22108234.,Rickman Enterprise Group,25176.61,HHF,11/29/2018,No,7,Warrendale,42.352748,-83.245818,"location
(42.352748, -83.245818)"
8316 Trinity,22108279.,Salenbien Trucking & Excavating Inc.,22937.83,HHF,09/21/2018,No,7,Warrendale,42.353604,-83.246367,"location
(42.353604, -83.246367)"
8444 Trinity,22108285.,Rickman Enterprise Group,22118.61,HHF,12/06/2018,No,7,Warrendale,42.354405,-83.246403,"location
(42.354405, -83.246403)"
9731 Philip,21060418.,Salenbien Trucking & Excavating Inc.,17142.80,HHF,08/08/2018,No,4,Outer Drive-Hayes,42.410917,-82.963828,"location
(42.410917, -82.963828)"
5969 Manistique,21061425.,Able Demolition,18551.00,HHF,07/09/2018,No,4,Chandler Park-Chalmers,42.403893,-82.960988,"location
(42.403893, -82.960988)"
9230 Devonshire,21070520.,Salenbien Trucking & Excavating Inc.,11405.50,HHF,08/24/2018,No,4,Outer Drive-Hayes,42.411621,-82.94919,"location
(42.411621, -82.94919)"
5901 Devonshire,21070546.,Rickman Enterprise Group,36984.56,HHF,09/19/2018,No,4,Morningside,42.408217,-82.946584,"location
(42.408217, -82.946584)"
5211 Bedford,21070950.,Able Demolition,13973.00,HHF,06/21/2018,No,4,Morningside,42.403781,-82.942473,"location
(42.403781, -82.942473)"
5051 Three Mile Dr,21071273.,Rickman Enterprise Group,19526.56,HHF,10/08/2018,No,4,Morningside,42.402998,-82.940759,"location
(42.402998, -82.940759)"
14431 Kilbourne,21010181.,McDonagh Demolition Inc.,10523.41,HHF,12/27/2018,No,4,Outer Drive-Hayes,42.416971,-82.971611,"location
(42.416971, -82.971611)"
5911 Manistique,21061433.,Salenbien Trucking & Excavating Inc.,28495.00,HHF,08/21/2018,No,4,Chandler Park-Chalmers,42.403203,-82.96053,"location
(42.403203, -82.96053)"
2926 Ashland,21062093.,Salenbien Trucking & Excavating Inc.,12768.00,HHF,08/25/2018,No,4,Riverbend,42.384747,-82.946833,"location
(42.384747, -82.946833)"
2981 Alter,21063131.,Salenbien Trucking & Excavating Inc.,35200.00,HHF,08/14/2018,No,4,Riverbend,42.385552,-82.946875,"location
(42.385552, -82.946875)"
5794 Wayburn,21063500.,Able Demolition,29630.00,HHF,06/29/2018,No,4,Morningside,42.40364,-82.957391,"location
(42.40364, -82.957391)"
5800 Wayburn,21063501.,Den-Man Contractors,17950.00,Non-HHF,09/01/2017,No,4,Morningside,42.403726,-82.957449,"location
(42.403726, -82.957449)"
11640 Wayburn,21063643.002,DMC Consultants,13039.00,HHF,11/01/2018,No,4,Denby,42.424362,-82.950858,"location
(42.424362, -82.950858)"
11734 Wayburn,21063646.004L,DMC Consultants,13460.00,HHF,11/02/2018,No,4,Denby,42.425485,-82.949994,"location
(42.425485, -82.949994)"
11737 Wayburn,21063709.,DMC Consultants,17968.00,HHF,01/04/2019,No,4,Denby,42.425728,-82.950622,"location
(42.425728, -82.950622)"
11627 Wayburn,21063713.011,DMC Consultants,14527.00,HHF,11/01/2018,No,4,Denby,42.424426,-82.951622,"location
(42.424426, -82.951622)"
10581 Wayburn,21063776.,Salenbien Trucking & Excavating Inc.,17833.80,HHF,08/08/2018,No,4,Outer Drive-Hayes,42.415285,-82.957831,"location
(42.415285, -82.957831)"
15005 Glenfield,21010787.,Salenbien Trucking & Excavating Inc.,11742.13,HHF,11/30/2018,No,4,Outer Drive-Hayes,42.418616,-82.965298,"location
(42.418616, -82.965298)"
9703 Wayburn,21063804.,Salenbien Trucking & Excavating Inc.,10392.80,HHF,08/23/2018,No,4,Outer Drive-Hayes,42.41064,-82.95999,"location
(42.41064, -82.95999)"
7740 Auburn,22092215.,Rickman Enterprise Group,18421.56,HHF,01/04/2019,No,7,Warrendale,42.348833,-83.232778,"location
(42.348833, -83.232778)"
8910 Auburn,22092286.,Rickman Enterprise Group,16514.56,HHF,12/19/2018,No,7,Franklin Park,42.359249,-83.233175,"location
(42.359249, -83.233175)"
7678 Plainview,22093629.,Rickman Enterprise Group,21537.56,HHF,12/17/2018,No,7,Warrendale,42.347946,-83.234001,"location
(42.347946, -83.234001)"
7788 Plainview,22093645.,Rickman Enterprise Group,27306.56,HHF,12/17/2018,No,7,Warrendale,42.349482,-83.234057,"location
(42.349482, -83.234057)"
8090 Plainview,22093659.,Rickman Enterprise Group,13337.56,HHF,12/17/2018,No,7,Warrendale,42.351718,-83.234118,"location
(42.351718, -83.234118)"
7815 Rutherford,22056759.,Rickman Enterprise Group,16466.80,HHF,10/17/2018,No,7,Warren Ave Community,42.350006,-83.201797,"location
(42.350006, -83.201797)"
8277 Lauder,22042705.,"Adamo Group, Inc.",11671.00,Non-HHF,11/22/2017,No,7,Fiskhorn,42.354687,-83.189704,"location
(42.354687, -83.189704)"
